Province/State,Country/Region,Confirmed,Deaths,Recovered,Measurement_Date
Montana,US,3,0,0,2020-04-11
Ohio,US,11,0,0,2020-04-11
California,US,2,0,0,2020-04-11
Indiana,US,63,2,0,2020-04-11
Iowa,US,2,0,0,2020-04-11
New York,US,39,2,0,2020-04-11
Ohio,US,89,2,0,2020-04-11
Oklahoma,US,24,0,0,2020-04-11
Pennsylvania,US,1510,39,0,2020-04-11
Colorado,US,6,1,0,2020-04-11
Michigan,US,9,1,0,2020-04-11
Texas,US,1,0,0,2020-04-11
Texas,US,454,10,0,2020-04-11
Colorado,US,1113,42,0,2020-04-11
Iowa,US,3,0,0,2020-04-11
Oregon,US,51,0,0,2020-04-11
Arkansas,US,6,0,0,2020-04-11
South Dakota,US,1,0,0,2020-04-11
Oklahoma,US,1,0,0,2020-04-11
Texas,US,2,0,0,2020-04-11
Virginia,US,0,0,0,2020-04-11
Iowa,US,1,0,0,2020-04-11
Michigan,US,3,2,0,2020-04-11
Tennessee,US,30,0,0,2020-04-11
South Carolina,US,5,0,0,2020-04-11
Texas,US,1,0,0,2020-04-11
Virginia,US,6,0,0,2020-04-11
District of Columbia,US,1778,47,0,2020-04-11
North Dakota,US,1,0,0,2020-04-11
Florida,US,2,0,0,2020-04-11
Georgia,US,9,0,0,2020-04-11
Minnesota,US,15,0,0,2020-04-11
Nebraska,US,7,0,0,2020-04-11
Wisconsin,US,18,0,0,2020-04-11
New Mexico,US,44,0,0,2020-04-11
Kansas,US,1,0,0,2020-04-11
Texas,US,23,0,0,2020-04-11
Georgia,US,40,1,0,2020-04-11
Wisconsin,US,9,0,0,2020-04-11
Maryland,US,8,0,0,2020-04-11
South Carolina,US,67,1,0,2020-04-11
Georgia,US,1076,69,0,2020-04-11
Colorado,US,282,10,0,2020-04-11
Georgia,US,147,5,0,2020-04-11
Illinois,US,11,0,0,2020-04-11
Kansas,US,39,0,0,2020-04-11
Minnesota,US,1,0,0,2020-04-11
Nebraska,US,228,5,0,2020-04-11
Nevada,US,10,0,0,2020-04-11
Oregon,US,12,0,0,2020-04-11
Washington,US,16,0,0,2020-04-11
Wisconsin,US,7,0,0,2020-04-11
Arkansas,US,6,1,0,2020-04-11
Illinois,US,1048,46,0,2020-04-11
Indiana,US,11,0,0,2020-04-11
Iowa,US,32,1,0,2020-04-11
Utah,US,3,0,0,2020-04-11
Massachusetts,US,21,1,0,2020-04-11
Missouri,US,13,0,0,2020-04-11
North Dakota,US,2,0,0,2020-04-11
Wisconsin,US,9,0,0,2020-04-11
North Carolina,US,15,0,0,2020-04-11
North Carolina,US,275,1,0,2020-04-11
New York,US,1744,11,0,2020-04-11
Florida,US,635,11,0,2020-04-11
Tennessee,US,18,0,0,2020-04-11
Colorado,US,426,5,0,2020-04-11
Georgia,US,106,6,0,2020-04-11
Louisiana,US,1158,45,0,2020-04-11
Louisiana,US,1,0,0,2020-04-11
Louisiana,US,67,2,0,2020-04-11
Texas,US,3,0,0,2020-04-11
Michigan,US,71,4,0,2020-04-11
Wisconsin,US,21,0,0,2020-04-11
Georgia,US,2,0,0,2020-04-11
Texas,US,40,1,0,2020-04-11
New Mexico,US,6,1,0,2020-04-11
North Dakota,US,1,0,0,2020-04-11
North Carolina,US,22,1,0,2020-04-11
South Carolina,US,10,0,0,2020-04-11
Kentucky,US,5,0,0,2020-04-11
Georgia,US,20,1,0,2020-04-11
Illinois,US,3,1,0,2020-04-11
California,US,32,0,0,2020-04-11
Colorado,US,550,33,0,2020-04-11
Texas,US,252,2,0,2020-04-11
Colorado,US,13,1,0,2020-04-11
Georgia,US,3,0,0,2020-04-11
Pennsylvania,US,2,0,0,2020-04-11
Indiana,US,71,3,0,2020-04-11
Nevada,US,11,1,0,2020-04-11
Kansas,US,1,0,0,2020-04-11
Texas,US,66,2,0,2020-04-11
Alabama,US,30,0,0,2020-04-11
Idaho,US,16,0,0,2020-04-11
Georgia,US,7,0,0,2020-04-11
Utah,US,2,0,0,2020-04-11
Michigan,US,21,2,0,2020-04-11
North Dakota,US,1,1,0,2020-04-11
Virginia,US,7,0,0,2020-04-11
Texas,US,13,1,0,2020-04-11
New York,US,1506,53,0,2020-04-11
Ohio,US,10,1,0,2020-04-11
Pennsylvania,US,39,0,0,2020-04-11
Alabama,US,9,0,0,2020-04-11
Florida,US,206,3,0,2020-04-11
Massachusetts,US,2896,91,0,2020-04-11
New Jersey,US,7007,412,0,2020-04-11
New York,US,12,0,0,2020-04-11
Vermont,US,1,0,0,2020-04-11
Virginia,US,0,0,0,2020-04-11
Alabama,US,74,6,0,2020-04-11
Louisiana,US,34,0,0,2020-04-11
Alaska,US,76,1,0,2020-04-11
Virginia,US,946,20,0,2020-04-11
Virginia,US,1,0,0,2020-04-11
Connecticut,US,5407,220,0,2020-04-11
Ohio,US,78,0,0,2020-04-11
South Carolina,US,21,0,0,2020-04-11
South Dakota,US,1,0,0,2020-04-11
Texas,US,1,0,0,2020-04-11
Virginia,US,0,0,0,2020-04-11
Georgia,US,9,0,0,2020-04-11
Texas,US,5,0,0,2020-04-11
Minnesota,US,4,0,0,2020-04-11
South Dakota,US,1,0,0,2020-04-11
Arkansas,US,57,1,0,2020-04-11
Virginia,US,25,0,0,2020-04-11
Alabama,US,3,0,0,2020-04-11
Georgia,US,94,4,0,2020-04-11
Illinois,US,9,0,0,2020-04-11
Indiana,US,20,3,0,2020-04-11
Iowa,US,4,0,0,2020-04-11
Kentucky,US,148,8,0,2020-04-11
Ohio,US,7,0,0,2020-04-11
Pennsylvania,US,50,3,0,2020-04-11
Tennessee,US,30,0,0,2020-04-11
Texas,US,9,0,0,2020-04-11
West Virginia,US,2,0,0,2020-04-11
Tennessee,US,2,0,0,2020-04-11
Washington,US,1,0,0,2020-04-11
Minnesota,US,10,0,0,2020-04-11
Kansas,US,15,0,0,2020-04-11
Florida,US,44,1,0,2020-04-11
Montana,US,34,0,0,2020-04-11
South Carolina,US,66,7,0,2020-04-11
Wisconsin,US,2,0,0,2020-04-11
Georgia,US,105,5,0,2020-04-11
Indiana,US,105,4,0,2020-04-11
Texas,US,1,0,0,2020-04-11
Virginia,US,1,0,0,2020-04-11
Virginia,US,19,0,0,2020-04-11
Wisconsin,US,52,2,0,2020-04-11
Illinois,US,4,1,0,2020-04-11
Kansas,US,5,0,0,2020-04-11
Pennsylvania,US,5,0,0,2020-04-11
Mississippi,US,86,2,0,2020-04-11
Georgia,US,121,4,0,2020-04-11
North Carolina,US,115,4,0,2020-04-11
Texas,US,518,11,0,2020-04-11
North Dakota,US,1,0,0,2020-04-11
Indiana,US,3,1,0,2020-04-11
Alabama,US,8,0,0,2020-04-11
Arkansas,US,1,0,0,2020-04-11
Florida,US,2,0,0,2020-04-11
Georgia,US,4,0,0,2020-04-11
Illinois,US,3,0,0,2020-04-11
Indiana,US,67,7,0,2020-04-11
Iowa,US,1,0,0,2020-04-11
Kansas,US,12,0,0,2020-04-11
Kentucky,US,10,0,0,2020-04-11
Louisiana,US,47,1,0,2020-04-11
Maine,US,7,0,0,2020-04-11
Massachusetts,US,138,23,0,2020-04-11
Mississippi,US,10,0,0,2020-04-11
Missouri,US,83,3,0,2020-04-11
Nebraska,US,2,0,0,2020-04-11
New York,US,11,0,0,2020-04-11
North Carolina,US,27,0,0,2020-04-11
Ohio,US,894,14,0,2020-04-11
Pennsylvania,US,59,0,0,2020-04-11
Tennessee,US,22,1,0,2020-04-11
Texas,US,1,0,0,2020-04-11
Vermont,US,80,3,0,2020-04-11
Virginia,US,14,0,0,2020-04-11
Washington,US,107,2,0,2020-04-11
Virginia,US,6,0,0,2020-04-11
Maryland,US,341,11,0,2020-04-11
Virginia,US,63,0,0,2020-04-11
Virginia,US,11,0,0,2020-04-11
Minnesota,US,22,0,0,2020-04-11
Colorado,US,5,0,0,2020-04-11
Idaho,US,2,0,0,2020-04-11
Wyoming,US,39,0,0,2020-04-11
California,US,191,5,0,2020-04-11
Texas,US,1,0,0,2020-04-11
Georgia,US,1422,50,0,2020-04-11
Illinois,US,1,0,0,2020-04-11
Indiana,US,3,0,0,2020-04-11
New York,US,21,0,0,2020-04-11
Ohio,US,6,0,0,2020-04-11
Pennsylvania,US,1,0,0,2020-04-11
Florida,US,14,0,0,2020-04-11
Nebraska,US,25,1,0,2020-04-11
Texas,US,1,0,0,2020-04-11
Virginia,US,1,0,0,2020-04-11
Illinois,US,1,0,0,2020-04-11
Montana,US,135,0,0,2020-04-11
Ohio,US,4,1,0,2020-04-11
Texas,US,341,8,0,2020-04-11
Colorado,US,52,2,0,2020-04-11
Oklahoma,US,6,1,0,2020-04-11
Utah,US,1,0,0,2020-04-11
Arkansas,US,72,0,0,2020-04-11
Maryland,US,4,0,0,2020-04-11
Oklahoma,US,10,0,0,2020-04-11
Missouri,US,2,0,0,2020-04-11
North Carolina,US,80,3,0,2020-04-11
North Carolina,US,4,0,0,2020-04-11
Kansas,US,5,0,0,2020-04-11
Ohio,US,53,2,0,2020-04-11
Idaho,US,9,0,0,2020-04-11
Michigan,US,919,62,0,2020-04-11
New York,US,67,1,0,2020-04-11
Missouri,US,1,0,0,2020-04-11
Mississippi,US,7,0,0,2020-04-11
South Carolina,US,32,1,0,2020-04-11
Indiana,US,4,0,0,2020-04-11
Tennessee,US,19,0,0,2020-04-11
Arizona,US,3,0,0,2020-04-11
Florida,US,4,0,0,2020-04-11
Tennessee,US,3,0,0,2020-04-11
Virginia,US,2,0,0,2020-04-11
Texas,US,1,0,0,2020-04-11
Georgia,US,6,0,0,2020-04-11
Colorado,US,1,0,0,2020-04-11
Montana,US,3,0,0,2020-04-11
Florida,US,4,1,0,2020-04-11
Michigan,US,4,0,0,2020-04-11
California,US,3,0,0,2020-04-11
New Jersey,US,487,9,0,2020-04-11
Virginia,US,20,0,0,2020-04-11
Georgia,US,33,0,0,2020-04-11
Michigan,US,4,1,0,2020-04-11
Montana,US,1,0,0,2020-04-11
Texas,US,4,0,0,2020-04-11
Texas,US,2,0,0,2020-04-11
Virginia,US,26,0,0,2020-04-11
Minnesota,US,16,0,0,2020-04-11
Idaho,US,5,0,0,2020-04-11
Georgia,US,29,3,0,2020-04-11
Wyoming,US,3,0,0,2020-04-11
Nebraska,US,1,0,0,2020-04-11
Kansas,US,1,0,0,2020-04-11
Georgia,US,15,0,0,2020-04-11
Oklahoma,US,11,0,0,2020-04-11
New Hampshire,US,43,0,0,2020-04-11
Arizona,US,2,0,0,2020-04-11
Tennessee,US,4,0,0,2020-04-11
Colorado,US,4,0,0,2020-04-11
Utah,US,1,0,0,2020-04-11
North Dakota,US,11,0,0,2020-04-11
Vermont,US,3,0,0,2020-04-11
Michigan,US,17,3,0,2020-04-11
Arkansas,US,9,0,0,2020-04-11
Indiana,US,35,2,0,2020-04-11
Kentucky,US,3,1,0,2020-04-11
Louisiana,US,11,0,0,2020-04-11
New Mexico,US,7,0,0,2020-04-11
North Dakota,US,1,0,0,2020-04-11
Oklahoma,US,2,0,0,2020-04-11
Oregon,US,1,0,0,2020-04-11
Washington,US,110,2,0,2020-04-11
Wisconsin,US,5,1,0,2020-04-11
North Carolina,US,89,0,0,2020-04-11
Michigan,US,7,0,0,2020-04-11
Kentucky,US,5,0,0,2020-04-11
Texas,US,13,0,0,2020-04-11
Washington,US,8,0,0,2020-04-11
Kentucky,US,2,0,0,2020-04-11
Texas,US,17,0,0,2020-04-11
Virginia,US,0,0,0,2020-04-11
Kentucky,US,1,0,0,2020-04-11
Wisconsin,US,9,0,0,2020-04-11
West Virginia,US,3,0,0,2020-04-11
Alabama,US,14,0,0,2020-04-11
Arkansas,US,6,0,0,2020-04-11
Georgia,US,25,1,0,2020-04-11
Illinois,US,1,0,0,2020-04-11
Indiana,US,14,1,0,2020-04-11
Iowa,US,1,0,0,2020-04-11
Mississippi,US,2,0,0,2020-04-11
Missouri,US,77,8,0,2020-04-11
New York,US,37,0,0,2020-04-11
North Carolina,US,10,0,0,2020-04-11
Ohio,US,24,1,0,2020-04-11
Pennsylvania,US,23,0,0,2020-04-11
Tennessee,US,26,1,0,2020-04-11
Virginia,US,4,0,0,2020-04-11
Arizona,US,2,0,0,2020-04-11
Virginia,US,8,0,0,2020-04-11
Kentucky,US,2,0,0,2020-04-11
South Carolina,US,325,7,0,2020-04-11
Kansas,US,1,0,0,2020-04-11
South Carolina,US,17,0,0,2020-04-11
Oklahoma,US,48,4,0,2020-04-11
Texas,US,40,0,0,2020-04-11
Mississippi,US,10,0,0,2020-04-11
Texas,US,6,0,0,2020-04-11
Illinois,US,17,0,0,2020-04-11
Iowa,US,1,0,0,2020-04-11
Tennessee,US,21,0,0,2020-04-11
Texas,US,47,0,0,2020-04-11
Ohio,US,5,0,0,2020-04-11
North Carolina,US,134,9,0,2020-04-11
Florida,US,1,0,0,2020-04-11
Colorado,US,101,1,0,2020-04-11
Iowa,US,1,0,0,2020-04-11
Georgia,US,675,18,0,2020-04-11
Georgia,US,14,1,0,2020-04-11
Alabama,US,11,0,0,2020-04-11
Texas,US,11,2,0,2020-04-11
North Carolina,US,21,0,0,2020-04-11
Virginia,US,7,0,0,2020-04-11
Georgia,US,275,0,0,2020-04-11
Nebraska,US,129,4,0,2020-04-11
Tennessee,US,4,1,0,2020-04-11
Florida,US,2,0,0,2020-04-11
Indiana,US,443,22,0,2020-04-11
Iowa,US,2,0,0,2020-04-11
Kansas,US,1,0,0,2020-04-11
Nebraska,US,10,0,0,2020-04-11
New York,US,3,0,0,2020-04-11
Ohio,US,529,17,0,2020-04-11
Tennessee,US,105,10,0,2020-04-11
Texas,US,3,0,0,2020-04-11
South Dakota,US,1,0,0,2020-04-11
Massachusetts,US,1545,92,0,2020-04-11
Massachusetts,US,204,5,0,2020-04-11
West Virginia,US,4,0,0,2020-04-11
South Carolina,US,6,0,0,2020-04-11
Virginia,US,64,1,0,2020-04-11
Georgia,US,3,0,0,2020-04-11
Illinois,US,1,0,0,2020-04-11
Indiana,US,112,6,0,2020-04-11
Iowa,US,3,0,0,2020-04-11
Kentucky,US,2,0,0,2020-04-11
Maine,US,4,0,0,2020-04-11
Mississippi,US,38,5,0,2020-04-11
Ohio,US,20,1,0,2020-04-11
Tennessee,US,0,0,0,2020-04-11
West Virginia,US,7,0,0,2020-04-11
Virginia,US,38,0,0,2020-04-11
Texas,US,1,0,0,2020-04-11
Georgia,US,15,0,0,2020-04-11
Florida,US,3,0,0,2020-04-11
Tennessee,US,7,0,0,2020-04-11
Iowa,US,1,0,0,2020-04-11
Kentucky,US,9,0,0,2020-04-11
Ohio,US,4,0,0,2020-04-11
Tennessee,US,2,0,0,2020-04-11
Texas,US,47,2,0,2020-04-11
West Virginia,US,2,0,0,2020-04-11
Maryland,US,120,1,0,2020-04-11
North Carolina,US,38,2,0,2020-04-11
Georgia,US,19,1,0,2020-04-11
Texas,US,3561,41,0,2020-04-11
Indiana,US,54,2,0,2020-04-11
Iowa,US,12,0,0,2020-04-11
Kentucky,US,14,0,0,2020-04-11
Mississippi,US,107,5,0,2020-04-11
Missouri,US,6,0,0,2020-04-11
Texas,US,14,1,0,2020-04-11
West Virginia,US,28,1,0,2020-04-11
Virginia,US,79,0,0,2020-04-11
Georgia,US,3,0,0,2020-04-11
Kentucky,US,1,0,0,2020-04-11
Connecticut,US,1832,101,0,2020-04-11
Kansas,US,4,0,0,2020-04-11
Hawaii,US,31,0,0,2020-04-11
Tennessee,US,22,2,0,2020-04-11
Texas,US,82,0,0,2020-04-11
North Carolina,US,3,0,0,2020-04-11
Tennessee,US,13,1,0,2020-04-11
Georgia,US,3,1,0,2020-04-11
Texas,US,1,0,0,2020-04-11
Arkansas,US,4,1,0,2020-04-11
Kentucky,US,23,0,0,2020-04-11
North Carolina,US,68,5,0,2020-04-11
Tennessee,US,2,0,0,2020-04-11
Texas,US,10,0,0,2020-04-11
Indiana,US,301,9,0,2020-04-11
Florida,US,16,0,0,2020-04-11
Minnesota,US,464,30,0,2020-04-11
Virginia,US,368,2,0,2020-04-11
Alabama,US,10,0,0,2020-04-11
Georgia,US,249,3,0,2020-04-11
Illinois,US,22,0,0,2020-04-11
Indiana,US,22,0,0,2020-04-11
Iowa,US,19,1,0,2020-04-11
Kentucky,US,3,0,0,2020-04-11
Missouri,US,4,1,0,2020-04-11
Ohio,US,1,0,0,2020-04-11
Tennessee,US,6,0,0,2020-04-11
Virginia,US,8,0,0,2020-04-11
New York,US,37,3,0,2020-04-11
Florida,US,65,2,0,2020-04-11
North Carolina,US,4,1,0,2020-04-11
Tennessee,US,2,0,0,2020-04-11
New Mexico,US,1,0,0,2020-04-11
Texas,US,181,1,0,2020-04-11
Ohio,US,6,0,0,2020-04-11
Virginia,US,0,0,0,2020-04-11
Florida,US,51,4,0,2020-04-11
Montana,US,1,0,0,2020-04-11
Texas,US,8,0,0,2020-04-11
Florida,US,690,14,0,2020-04-11
New Hampshire,US,344,2,0,2020-04-11
Michigan,US,75,6,0,2020-04-11
Mississippi,US,234,2,0,2020-04-11
Colorado,US,1,0,0,2020-04-11
Ohio,US,2,0,0,2020-04-11
Texas,US,13,1,0,2020-04-11
North Carolina,US,18,0,0,2020-04-11
Florida,US,2,0,0,2020-04-11
Mississippi,US,42,3,0,2020-04-11
Ohio,US,3,0,0,2020-04-11
Hawaii,US,343,5,0,2020-04-11
Texas,US,13,1,0,2020-04-11
Oregon,US,4,0,0,2020-04-11
Virginia,US,14,0,0,2020-04-11
Kentucky,US,57,4,0,2020-04-11
Texas,US,4,0,0,2020-04-11
South Carolina,US,132,7,0,2020-04-11
Arkansas,US,8,0,0,2020-04-11
Wyoming,US,1,0,0,2020-04-11
Michigan,US,1,0,0,2020-04-11
Alabama,US,37,1,0,2020-04-11
Georgia,US,113,7,0,2020-04-11
Minnesota,US,1,0,0,2020-04-11
Tennessee,US,3,0,0,2020-04-11
Arkansas,US,6,0,0,2020-04-11
Indiana,US,46,4,0,2020-04-11
Iowa,US,1,0,0,2020-04-11
Maryland,US,351,6,0,2020-04-11
Missouri,US,1,0,0,2020-04-11
Texas,US,1,1,0,2020-04-11
Missouri,US,4,0,0,2020-04-11
New Jersey,US,6851,183,0,2020-04-11
Colorado,US,1,0,0,2020-04-11
South Dakota,US,4,0,0,2020-04-11
California,US,50,0,0,2020-04-11
Nevada,US,18,0,0,2020-04-11
Mississippi,US,9,1,0,2020-04-11
Tennessee,US,4,0,0,2020-04-11
Texas,US,16,0,0,2020-04-11
New Jersey,US,301,11,0,2020-04-11
Pennsylvania,US,10,0,0,2020-04-11
Indiana,US,6,1,0,2020-04-11
Michigan,US,5,0,0,2020-04-11
Ohio,US,15,1,0,2020-04-11
South Dakota,US,2,0,0,2020-04-11
Texas,US,2,0,0,2020-04-11
Louisiana,US,128,5,0,2020-04-11
Louisiana,US,214,12,0,2020-04-11
Idaho,US,3,0,0,2020-04-11
California,US,79,3,0,2020-04-11
Arkansas,US,5,0,0,2020-04-11
Florida,US,70,1,0,2020-04-11
Pennsylvania,US,40,0,0,2020-04-11
Michigan,US,241,3,0,2020-04-11
California,US,12,0,0,2020-04-11
Michigan,US,14,2,0,2020-04-11
Michigan,US,5,1,0,2020-04-11
Iowa,US,7,0,0,2020-04-11
Wisconsin,US,4,0,0,2020-04-11
North Carolina,US,71,1,0,2020-04-11
Missouri,US,1,0,0,2020-04-11
Utah,US,13,0,0,2020-04-11
Wisconsin,US,2,1,0,2020-04-11
Illinois,US,8,0,0,2020-04-11
Georgia,US,11,0,0,2020-04-11
Michigan,US,38,3,0,2020-04-11
Minnesota,US,4,0,0,2020-04-11
Washington,US,157,7,0,2020-04-11
Virginia,US,28,0,0,2020-04-11
Minnesota,US,2,0,0,2020-04-11
Mississippi,US,9,0,0,2020-04-11
Arkansas,US,1,0,0,2020-04-11
Texas,US,1,0,0,2020-04-11
Alabama,US,22,2,0,2020-04-11
Florida,US,5,0,0,2020-04-11
Georgia,US,26,1,0,2020-04-11
Illinois,US,30,2,0,2020-04-11
Indiana,US,64,0,0,2020-04-11
Iowa,US,4,0,0,2020-04-11
Kansas,US,1,0,0,2020-04-11
Kentucky,US,3,0,0,2020-04-11
Louisiana,US,8,0,0,2020-04-11
Michigan,US,152,4,0,2020-04-11
Minnesota,US,1,0,0,2020-04-11
Mississippi,US,139,5,0,2020-04-11
Missouri,US,217,7,0,2020-04-11
North Carolina,US,2,0,0,2020-04-11
Ohio,US,2,0,0,2020-04-11
Oklahoma,US,7,0,0,2020-04-11
Oregon,US,44,0,0,2020-04-11
Tennessee,US,5,0,0,2020-04-11
Texas,US,4,0,0,2020-04-11
West Virginia,US,23,1,0,2020-04-11
Wisconsin,US,10,0,0,2020-04-11
Virginia,US,126,2,0,2020-04-11
Georgia,US,6,0,0,2020-04-11
Illinois,US,3,0,0,2020-04-11
Indiana,US,16,1,0,2020-04-11
Iowa,US,10,0,0,2020-04-11
Mississippi,US,12,0,0,2020-04-11
Missouri,US,22,0,0,2020-04-11
South Carolina,US,12,0,0,2020-04-11
Texas,US,7,1,0,2020-04-11
Indiana,US,4,0,0,2020-04-11
Georgia,US,1,0,0,2020-04-11
Alabama,US,579,15,0,2020-04-11
Arkansas,US,91,2,0,2020-04-11
Colorado,US,683,25,0,2020-04-11
Florida,US,9,0,0,2020-04-11
Georgia,US,6,1,0,2020-04-11
Idaho,US,4,0,0,2020-04-11
Illinois,US,6,0,0,2020-04-11
Indiana,US,13,0,0,2020-04-11
Iowa,US,4,0,0,2020-04-11
Kansas,US,5,0,0,2020-04-11
Kentucky,US,380,26,0,2020-04-11
Louisiana,US,4877,166,0,2020-04-11
Mississippi,US,4,0,0,2020-04-11
Missouri,US,117,3,0,2020-04-11
Montana,US,2,0,0,2020-04-11
New York,US,44,0,0,2020-04-11
Ohio,US,23,0,0,2020-04-11
Oklahoma,US,1,0,0,2020-04-11
Pennsylvania,US,1,0,0,2020-04-11
Tennessee,US,14,0,0,2020-04-11
Texas,US,100,5,0,2020-04-11
Washington,US,28,0,0,2020-04-11
West Virginia,US,46,0,0,2020-04-11
Wisconsin,US,22,0,0,2020-04-11
Louisiana,US,35,7,0,2020-04-11
Mississippi,US,5,0,0,2020-04-11
Georgia,US,9,1,0,2020-04-11
Indiana,US,54,0,0,2020-04-11
South Dakota,US,3,0,0,2020-04-11
Idaho,US,28,2,0,2020-04-11
Illinois,US,6,0,0,2020-04-11
Kentucky,US,18,0,0,2020-04-11
Kansas,US,2,0,0,2020-04-11
Texas,US,2,0,0,2020-04-11
Illinois,US,10,0,0,2020-04-11
Arkansas,US,13,0,0,2020-04-11
Georgia,US,15,1,0,2020-04-11
Indiana,US,287,19,0,2020-04-11
Iowa,US,194,1,0,2020-04-11
Kansas,US,283,12,0,2020-04-11
Kentucky,US,1,0,0,2020-04-11
Missouri,US,41,0,0,2020-04-11
Nebraska,US,1,0,0,2020-04-11
Tennessee,US,2,0,0,2020-04-11
Texas,US,28,1,0,2020-04-11
Wyoming,US,10,0,0,2020-04-11
North Carolina,US,92,5,0,2020-04-11
Georgia,US,11,0,0,2020-04-11
Iowa,US,8,0,0,2020-04-11
Mississippi,US,30,0,0,2020-04-11
North Carolina,US,6,1,0,2020-04-11
Texas,US,2,0,0,2020-04-11
Oregon,US,17,0,0,2020-04-11
Alaska,US,15,0,0,2020-04-11
Wisconsin,US,5,0,0,2020-04-11
Pennsylvania,US,38,0,0,2020-04-11
Michigan,US,79,7,0,2020-04-11
Michigan,US,13,2,0,2020-04-11
West Virginia,US,82,0,0,2020-04-11
Minnesota,US,2,0,0,2020-04-11
Illinois,US,376,22,0,2020-04-11
Utah,US,3,0,0,2020-04-11
Illinois,US,185,9,0,2020-04-11
Missouri,US,300,8,0,2020-04-11
Texas,US,2,0,0,2020-04-11
Hawaii,US,19,0,0,2020-04-11
Texas,US,26,0,0,2020-04-11
Oklahoma,US,42,3,0,2020-04-11
Nebraska,US,3,0,0,2020-04-11
Mississippi,US,14,0,0,2020-04-11
Alaska,US,15,0,0,2020-04-11
Illinois,US,103,2,0,2020-04-11
Texas,US,10,0,0,2020-04-11
Maine,US,31,1,0,2020-04-11
Wisconsin,US,163,1,0,2020-04-11
Delaware,US,255,4,0,2020-04-11
Maryland,US,10,0,0,2020-04-11
Michigan,US,270,13,0,2020-04-11
Rhode Island,US,169,0,0,2020-04-11
Kentucky,US,54,8,0,2020-04-11
Iowa,US,2,0,0,2020-04-11
California,US,371,3,0,2020-04-11
Texas,US,2,0,0,2020-04-11
South Carolina,US,178,4,0,2020-04-11
Alaska,US,14,0,0,2020-04-11
Wisconsin,US,1,0,0,2020-04-11
Nebraska,US,9,0,0,2020-04-11
Washington,US,4262,284,0,2020-04-11
Virginia,US,13,0,0,2020-04-11
Virginia,US,2,0,0,2020-04-11
Virginia,US,2,0,0,2020-04-11
Oklahoma,US,5,0,0,2020-04-11
California,US,9,0,0,2020-04-11
South Dakota,US,0,0,0,2020-04-11
Oklahoma,US,1,0,0,2020-04-11
Colorado,US,6,0,0,2020-04-11
Washington,US,128,1,0,2020-04-11
Washington,US,15,1,0,2020-04-11
Oregon,US,24,0,0,2020-04-11
Texas,US,2,0,0,2020-04-11
Washington,US,12,1,0,2020-04-11
Illinois,US,2,0,0,2020-04-11
Indiana,US,13,0,0,2020-04-11
Maine,US,10,0,0,2020-04-11
Nebraska,US,2,0,0,2020-04-11
Ohio,US,9,1,0,2020-04-11
Tennessee,US,169,3,0,2020-04-11
Texas,US,1,0,0,2020-04-11
Minnesota,US,1,0,0,2020-04-11
Idaho,US,44,0,0,2020-04-11
Indiana,US,17,1,0,2020-04-11
Iowa,US,1,0,0,2020-04-11
Wisconsin,US,25,0,0,2020-04-11
Arizona,US,4,0,0,2020-04-11
Colorado,US,44,0,0,2020-04-11
Indiana,US,10,1,0,2020-04-11
Indiana,US,31,3,0,2020-04-11
Illinois,US,18,1,0,2020-04-11
Louisiana,US,10,0,0,2020-04-11
Kansas,US,18,0,0,2020-04-11
Minnesota,US,1,0,0,2020-04-11
Pennsylvania,US,392,20,0,2020-04-11
Arkansas,US,2,0,0,2020-04-11
Florida,US,1,0,0,2020-04-11
Louisiana,US,337,12,0,2020-04-11
Mississippi,US,29,1,0,2020-04-11
Missouri,US,28,1,0,2020-04-11
Wisconsin,US,3,0,0,2020-04-11
Louisiana,US,454,13,0,2020-04-11
California,US,4,0,0,2020-04-11
Colorado,US,4,0,0,2020-04-11
Florida,US,149,4,0,2020-04-11
Illinois,US,1331,39,0,2020-04-11
Indiana,US,676,25,0,2020-04-11
Michigan,US,1,0,0,2020-04-11
Montana,US,5,0,0,2020-04-11
Ohio,US,112,6,0,2020-04-11
South Dakota,US,2,0,0,2020-04-11
Tennessee,US,0,0,0,2020-04-11
Alabama,US,7,0,0,2020-04-11
Georgia,US,15,0,0,2020-04-11
Mississippi,US,31,1,0,2020-04-11
Texas,US,8,0,0,2020-04-11
Texas,US,1,0,0,2020-04-11
Vermont,US,21,2,0,2020-04-11
Texas,US,2,0,0,2020-04-11
Nebraska,US,50,1,0,2020-04-11
Pennsylvania,US,698,23,0,2020-04-11
South Carolina,US,62,0,0,2020-04-11
Virginia,US,1,0,0,2020-04-11
Oregon,US,34,1,0,2020-04-11
Georgia,US,5,0,0,2020-04-11
Michigan,US,95,6,0,2020-04-11
Wyoming,US,58,0,0,2020-04-11
Colorado,US,177,9,0,2020-04-11
Kentucky,US,3,0,0,2020-04-11
Colorado,US,2,0,0,2020-04-11
Idaho,US,3,0,0,2020-04-11
Oklahoma,US,4,1,0,2020-04-11
Alabama,US,21,4,0,2020-04-11
Mississippi,US,133,8,0,2020-04-11
Tennessee,US,8,0,0,2020-04-11
Kentucky,US,5,0,0,2020-04-11
Georgia,US,28,1,0,2020-04-11
South Carolina,US,13,1,0,2020-04-11
Texas,US,4,0,0,2020-04-11
Alabama,US,8,0,0,2020-04-11
